0.990230261935242,0,0,0,0,0,0,0,0,0,
0.00566470055233067,0.990230261935242,0,0,0,0,0,0,0,0,
0.00407906608221750,0.00566470055233067,0.990230261935242,0,0,0,0,0,0,0,
2.17392393180515e-05,0.00407906608221750,0.00566470055233067,0.990230261935242,0,0,0,0,0,0,
4.21141179697173e-06,2.17392393180515e-05,0.00407906608221750,0.00566470055233067,0.990230261935242,0,0,0,0,0,
2.07564909081171e-08,4.21141179697173e-06,2.17392393180515e-05,0.00407906608221750,0.00566470055233067,0.990230261935242,0,0,0,0,
2.25919495357998e-11,2.07564909081171e-08,4.21141179697173e-06,2.17392393180515e-05,0.00407906608221750,0.00566470055233067,0.990230261935242,0,0,0,
1.22895419505626e-14,2.25919495357998e-11,2.07564909081171e-08,4.21141179697173e-06,2.17392393180515e-05,0.00407906608221750,0.00566470055233067,0.990230261935242,0,0,
4.11929462573902e-18,1.22895419505626e-14,2.25919495357998e-11,2.07564909081171e-08,4.21141179697173e-06,2.17392393180515e-05,0.00407906608221750,0.00566470055233067,0.990230261935242,0,
9.30842226231510e-22,4.11929462573902e-18,1.22895419505626e-14,2.25919495357998e-11,2.07564909081171e-08,4.21141179697173e-06,2.17392393180515e-05,0.00407906608221750,0.00566470055233067,0.990230261935242
